time,open,high,low,close,tick_volume,spread,real_volume,RSI_14,STOCHk_14_3_3,STOCHd_14_3_3,STOCHh_14_3_3,SMA_20,SMA_50,EMA_100,ATRr_14,BBL_20_2.0_2.0,BBM_20_2.0_2.0,BBU_20_2.0_2.0,BBB_20_2.0_2.0,BBP_20_2.0_2.0,ADX_14,ADXR_14_2,DMP_14,DMN_14,buy_signal,sell_signal
2025-04-18 09:00:00,1.13706,1.13765,1.13615,1.13617,4962,0,0,46.631593581916334,58.18981375757883,64.47291097048152,-6.283097212902689,1.1364855,1.1370224000000002,1.1354517263881996,0.0016150243469985428,1.1348350267026641,1.1364855,1.138135973297336,0.2904521522423153,0.4044213558288421,10.847778143100678,11.53545740254921,17.472602330973398,16.210421569983335,1,0
2025-04-18 10:00:00,1.13617,1.13758,1.13591,1.13692,5310,0,0,51.390873012074366,57.20269157792715,60.7912314542799,-3.5885398763527547,1.136549,1.1369988000000002,1.1354808011131858,0.0016189511793557943,1.1349365889253544,1.136549,1.1381614110746456,0.2837380657843354,0.6150451041405314,10.09732611303675,10.74565008967165,16.185044894001916,16.07489342423059,1,0
2025-04-18 11:00:00,1.13693,1.13718,1.13668,1.13707,5199,0,0,52.30693917869534,49.728326242608865,55.04027719270494,-5.311950950096076,1.1366200000000002,1.1370187999999999,1.1355122703980733,0.0015390260951161066,1.1350497636785448,1.1366200000000002,1.1381902363214556,0.27629925946320927,0.6432905333583034,9.40047779940596,10.12412797125332,15.809412560251875,15.70181755256806,1,0
2025-04-18 12:00:00,1.13707,1.13727,1.13669,1.13692,4759,0,0,51.266474929956324,47.27995381472225,51.40365721175275,-4.1237033970305035,1.1366604999999999,1.1369829999999999,1.135540146231775,0.0014705242311792437,1.1351039251501736,1.1366604999999999,1.1382170748498261,0.2738856236890959,0.5833560943211428,8.853605072858924,9.475465592947838,15.801180344795746,15.259403127151774,1,0
2025-04-18 13:00:00,1.13692,1.13745,1.13687,1.13737,5412,0,0,54.20921486428285,45.323741007190236,47.44400702150712,-2.1202660143168828,1.1367819999999997,1.1369912000000002,1.1355763809598585,0.001406915357523585,1.1354242216288302,1.1367819999999997,1.1381397783711693,0.23888104687962539,0.7165301836019674,8.552312533739473,8.976395166572717,16.249797742897655,14.810017068796268,1,0
2025-04-18 14:00:00,1.13737,1.13833,1.1372,1.13805,5764,0,0,58.30630504442939,56.944773851244705,49.84948955771906,7.095284293525644,1.136868,1.1370320000000003,1.1356253635151088,0.0013871356891290488,1.1354161394876503,1.136868,1.1383198605123497,0.2554140871850892,0.907063898337957,9.186290665227434,9.019947869043179,19.836082440906743,13.948162141486602,1,0
2025-04-18 15:00:00,1.13805,1.13865,1.13802,1.13819,5533,0,0,59.11734148671011,71.97216799432744,58.080227617587454,13.891940376739981,1.137024,1.1370794000000002,1.1356761483959978,0.0013330545684769673,1.135722933231232,1.137024,1.138325066768768,0.22885475922549858,0.9480938365307893,10.06935238026655,9.310832457003011,20.881228488986093,13.47726383403416,1,0
2025-04-18 16:00:00,1.13818,1.13828,1.13773,1.13794,2844,0,0,56.98561311305668,78.56251615375736,69.15981933310982,9.402696820647535,1.137165,1.1371118,1.1357209771406314,0.0012771220993000446,1.136153809976757,1.137165,1.138176190023243,0.177844028481885,0.8832118504860479,10.486076841884648,9.83618375355604,20.23883307180818,14.684761077336649,1,0
2025-04-18 17:00:00,1.13794,1.13975,1.1378,1.13961,3223,0,0,65.84546550741243,84.55114557988733,78.36194324265736,6.189202337229972,1.1372790000000002,1.1372002000000003,1.1357979874942823,0.001325184806492907,1.1357888371689293,1.1372790000000002,1.138769162831071,0.2620575656581789,1.2821292919797194,12.08803000122353,11.07869119074504,26.03554800289457,13.141154835365455,1,0
2025-04-18 18:00:00,1.13963,1.1396600000000001,1.13873,1.13919,3959,0,0,62.366260978795005,85.28614152473529,82.79993441945999,2.486207105275298,1.1373725000000001,1.1372502000000002,1.135865156058752,0.0012969573203148494,1.1356542894865975,1.1373725000000001,1.1390907105134027,0.30213681329601266,1.0288932833965103,13.575557934895347,12.030817388389998,24.701923884868027,12.46802281505169,1,0
2025-04-18 19:00:00,1.13919,1.13945,1.13874,1.1394,3456,0,0,63.40738442863361,90.88541666666492,86.90756792376251,3.9778487429024096,1.1375255000000002,1.1372704,1.1359351529684796,0.0012550317974352164,1.1356560956479342,1.1375255000000002,1.1393949043520661,0.3286791112930568,1.0013629068339862,14.956833873304893,13.522431937264212,23.703666946186097,11.964163668501797,1,0
2025-04-18 20:00:00,1.1394,1.13944,1.13897,1.13918,2837,0,0,61.48825143418869,87.1527777777767,87.7747786563923,-0.6220008786155944,1.1376465,1.1372908,1.1359994073651432,0.001198958097618413,1.1356752190913024,1.1376465,1.1396177809086976,0.3465542079543305,0.8889602930850821,16.239447244685184,14.907502589790266,23.03989893206919,11.62913410633151,1,0
2025-04-18 21:00:00,1.13918,1.13951,1.13906,1.13946,1893,2,0,63.02225269795102,89.4965277777766,89.1782407407394,0.3182870370372086,1.137784,1.13733,1.1360679339519721,0.0011454610906456737,1.1357069636498267,1.137784,1.139861036350173,0.3651020492770509,0.9034594772162394,17.491731377844406,16.22428262557465,22.829863856701444,11.302782690367602,1,0
2025-04-18 22:00:00,1.13946,1.13962,1.13931,1.13946,1019,7,0,63.022252697951004,90.01736111110948,88.88888888888759,1.1284722222218875,1.1378964999999999,1.1373692000000002,1.1361351035766856,0.0010857852984566994,1.135709540803706,1.1378964999999999,1.1400834591962938,0.384386312163535,0.8574598014104619,18.754785835857867,17.497116540271527,23.087941906462145,11.072262817255565,1,0
2025-04-18 23:00:00,1.13946,1.1395,1.13903,1.13929,1197,0,0,61.30286618077505,90.97222222221913,90.16203703703506,0.8101851851840678,1.13799,1.1373820000000003,1.136197576773187,0.0010418006342812188,1.1357301350762443,1.13799,1.1402498649237558,0.39716780002561336,0.7876278104797846,19.397673060498576,18.44470221917149,22.343891007542947,12.635334552940211,1,0
2025-04-21 00:00:00,1.13921,1.14236,1.1385399999999999,1.14026,668,1,0,66.85878089290591,81.16563967135977,87.38507433489613,-6.2194346635363615,1.1381485,1.1374138000000003,1.1362780207974803,0.0012402434461182858,1.135716318609617,1.1381485,1.140580681390383,0.4273926276549898,0.9340753548129909,21.937317800461102,20.346051818159484,33.90025970164178,9.855363567315509,0,0
2025-04-21 01:00:00,1.14026,1.14381,1.13799,1.14329,2611,0,0,77.65233547226163,81.24854385363261,84.4621352490705,-3.213591395437888,1.1384530000000002,1.1374826000000002,1.1364168718707977,0.0015673689142526894,1.1351513378986473,1.1384530000000002,1.141754662101353,0.5800260707034639,1.2325098467856237,24.844172132091952,22.120922596295266,31.51675050020558,7.241307877366691,1,0
2025-04-21 02:00:00,1.14329,1.14584,1.14328,1.1449,3836,0,0,81.16290699035697,81.74847417693373,81.3875525673087,0.3609216096250236,1.138833,1.1375882000000002,1.1365848546060293,0.0016382711346632042,1.1345013291178223,1.138833,1.1431646708821777,0.7607209981055474,1.2003071291683596,28.089199835949806,25.013258818205454,36.84997458643491,6.433032093415175,1,0
2025-04-21 03:00:00,1.14491,1.1486399999999999,1.14491,1.14662,6185,0,0,84.04624667101378,88.18663695312453,83.72788499456362,4.45875195856091,1.1393175,1.1377214,1.1367835703564049,0.0017883946250443934,1.1338605454801693,1.1393175,1.1447744545198306,0.9579339420013537,1.169100317169826,31.59712755081896,28.220649841455455,42.52887714780113,5.472061976725707,1,0
2025-04-21 04:00:00,1.14663,1.14787,1.14651,1.14768,4276,0,0,85.51750032911801,87.68800497270672,85.87437203425499,1.8136329384517325,1.1398485000000003,1.137884,1.1369993412404364,0.001757795008969796,1.1333492197969464,1.1398485000000003,1.1463477802030542,1.140376147014959,1.1024897954330295,34.854489000340315,31.47184441814506,40.17848815233579,5.1696445343864035,1,0
2025-04-21 05:00:00,1.14768,1.15313,1.1472,1.15045,4291,0,0,88.50164013953157,85.38026440409641,87.08496877664254,-1.7047043725461322,1.1405625,1.1381572,1.1372656909188434,0.002055809651186238,1.132758215414297,1.1405625,1.1483667845857028,1.3684974888623684,1.1334661359039542,38.427512919029994,35.01232023492447,50.1762349160618,4.104484395209618,1,0
2025-04-21 06:00:00,1.15045,1.1525,1.15043,1.15152,2292,0,0,89.40942680156029,87.76528425486973,86.94451787722429,0.820766377645441,1.1412925,1.1384566,1.137547954465005,0.0020568232475300795,1.1322843332375034,1.1412925,1.1503006667624966,1.5785903723185082,1.067679321978133,41.74532084352755,38.29990492193393,46.569176949331556,3.809422137911361,0,0
2025-04-21 07:00:00,1.15152,1.15175,1.1499,1.15175,2664,0,0,89.59950428870388,87.66006404919962,86.93520423605524,0.7248598131443771,1.1420265,1.138735,1.1378291830894602,0.0020420501584207974,1.1321195300452613,1.1420265,1.1519334699547388,1.7349807477740176,0.9907403597882637,44.32623054388595,41.37687173145797,43.55558161108391,5.416823902814715,0,0
2025-04-21 08:00:00,1.15175,1.15346,1.15149,1.15314,3315,0,0,90.68732497074282,92.77142327820617,89.3989238607585,3.3724994174476706,1.1428375,1.1390694,1.1381323675827384,0.0020369037185336,1.132072230550717,1.1428375,1.153602769449283,1.8839545340930837,0.9785063694195903,46.906473386758066,44.32589711514281,46.54321014688249,5.04260918467304,0,0
2025-04-21 09:00:00,1.15314,1.15347,1.15049,1.15164,3830,0,0,80.85873218314723,92.33161583776132,90.92103438838903,1.4105814493722875,1.143551,1.1393775999999998,1.1383998454523871,0.002104267738638342,1.1324259577883768,1.143551,1.1546760422116231,1.9457011032517373,0.8635491823819261,48.42317215086247,46.37470134737421,41.83505064076278,7.927036815328664,0,0
2025-04-21 10:00:00,1.15154,1.15676,1.15097,1.15557,4705,0,0,85.34129457124216,93.2566235852582,92.7865542337419,0.470069351516301,1.144427,1.1397841999999998,1.1387398485127358,0.0023675343287356005,1.1324029975137508,1.144427,1.1564510024862493,2.101314017626155,0.9633648409813262,50.274491970193644,48.59048267847585,44.45309415323993,6.542286755164893,0,1
2025-04-21 11:00:00,1.15557,1.15646,1.15377,1.15583,4760,0,0,85.5818584452638,92.29455850021796,92.62759930774583,-0.33304080752786547,1.145309,1.140183,1.1390782673540678,0.002390567590968778,1.132640690762094,1.145309,1.1579773092379058,2.2122081006795287,0.9152487834966676,51.99357465957259,50.20837340521753,40.880110886424504,6.016440769678893,0,1
2025-04-21 12:00:00,1.15583,1.15733,1.1545,1.15471,4337,0,0,79.52732705331792,91.7194427288586,92.42354160477825,-0.7040988759196551,1.1461474999999999,1.1405238000000002,1.1393878066143832,0.002421955620185286,1.1333139602659634,1.1461474999999999,1.1589810397340363,2.239422017504108,0.8335985307814574,53.69310844962936,51.9838002099115,40.03395101514988,5.514286507825951,0,0
2025-04-21 13:00:00,1.15471,1.15486,1.15215,1.15235,3551,0,0,68.52626646609276,85.24949694013587,89.75449938973748,-4.505002449601605,1.1467845,1.1408136000000002,1.139644483711128,0.002442530218743479,1.134052935453987,1.1467845,1.1595160645460132,2.220393551885833,0.718570937604944,53.503388687497655,52.748481673535125,36.86120992984687,11.949614138241426,0,0
2025-04-21 14:00:00,1.15235,1.15476,1.1513200000000001,1.15429,4159,0,0,71.96002817875868,81.66149603584964,86.21014523494803,-4.548649199098392,1.1475395000000002,1.1411544000000002,1.13993449393467,0.0025137780602617938,1.1349137444103201,1.1475395000000002,1.1601652555896802,2.2004916762656173,0.7673305352717884,52.778839138012124,53.23597379382074,33.25810047590676,13.140017875469855,0,0
2025-04-21 15:00:00,1.15429,1.15499,1.15216,1.15425,4474,0,0,71.78612586870115,78.86994422097678,81.9269790656541,-3.057034844677318,1.148282,1.1415202000000002,1.1402179693023002,0.0025363653416716576,1.1359280164532453,1.148282,1.1606359835467548,2.151733380259338,0.7415415229190463,52.1664965245933,52.83494260604547,31.25520384197767,12.092776990529366,0,0
2025-04-21 16:00:00,1.15425,1.15428,1.15015,1.1519,5432,0,0,62.26571749750857,72.87992245603456,77.80378757095366,-4.923865114919096,1.148918,1.1418452,1.1404492966428488,0.0026501963886951083,1.1372461452337683,1.148918,1.1605898547662319,2.0317994436908084,0.6277431933366382,50.32794175725735,51.55339044763474,27.776080008811075,16.164121650648262,0,0
2025-04-21 17:00:00,1.15191,1.15248,1.14898,1.14977,5848,0,0,55.12910046415592,54.82929169004844,68.85971945568659,-14.030427765638144,1.1494335000000002,1.1421275999999998,1.1406338650261585,0.002710896646645462,1.1386430533968923,1.1494335000000002,1.1602239466031081,1.8775242940296946,0.5155924964172854,47.972845894519956,50.06967120955663,25.214539285873855,17.756268244092446,0,0
2025-04-21 18:00:00,1.14977,1.15078,1.14816,1.1507100000000001,4647,0,0,57.447060250778364,40.353046343375325,56.02075349648611,-15.667707153110783,1.1499960000000002,1.1424196000000002,1.1408333924513832,0.002704404029027918,1.140274717000433,1.1499960000000002,1.1597172829995674,1.6906637935379258,0.5367235477061859,45.355380183665766,47.84166097046156,23.46969869960538,18.693333037195075,0,0
2025-04-21 19:00:00,1.1507100000000001,1.15133,1.15004,1.15093,3395,0,0,57.993990642274184,31.66204772539379,42.281461919605846,-10.619414194212055,1.1505779999999999,1.1427394,1.141033325274128,0.0026033751698116394,1.1422635190370063,1.1505779999999999,1.1588924809629935,1.4452702838040685,0.5211678877831837,43.15147301593623,45.5621594552281,24.14805588129649,18.03170395244321,0,0
2025-04-21 20:00:00,1.15093,1.15145,1.14936,1.15138,2841,0,0,59.1505378054338,33.32375232483037,35.112948797866494,-1.789196473036121,1.1511339999999999,1.1430404,1.141238209922165,0.0025667055148251043,1.1443848140062143,1.1511339999999999,1.1578831859937855,1.172615176649391,0.5182244199690672,40.73311226719656,43.044246225431166,22.743538438233607,18.875307081986154,0,0
2025-04-21 21:00:00,1.15138,1.15253,1.15122,1.15223,2834,0,0,61.317056928874365,36.56852053798643,33.85144019607019,2.717080341916237,1.1515809999999997,1.1433836000000002,1.141455869131627,0.00247694083519475,1.1459232827739196,1.1515809999999997,1.1572387172260798,0.9825999605898511,0.5573552878366455,38.955007697166,41.053240356551115,24.99881009876025,18.162249984699326,0,0
2025-04-21 22:00:00,1.15223,1.1527,1.15125,1.15126,2611,0,0,57.56497757058716,37.76808433296987,35.88678573192889,1.8812986010409816,1.151899,1.1437064000000001,1.1416500103369414,0.0024035879183951217,1.147186392497413,1.151899,1.156611607502587,0.8182327621756685,0.4322031381088621,37.376554620586546,39.05483344389155,24.42679657267786,17.379627820922146,0,0
2025-04-21 23:00:00,1.15126,1.15162,1.1505,1.15129,1628,0,0,57.65128836620678,37.44093057070107,37.25917848055246,0.18175209014861338,1.1521325,1.1439856000000002,1.1418409012213584,0.002311903067081185,1.1481087867372533,1.1521325,1.1561562132627468,0.6984809928973886,0.3953081463582032,35.45763991902281,37.20632380809441,23.58153848813835,19.095441551502464,0,1
2025-04-22 00:00:00,1.15139,1.15141,1.15064,1.15068,199,17,0,55.193080621356984,31.806615776080285,35.671876893250406,-3.865261117170121,1.1522825,1.1442528,1.1420159328803414,0.0022017671337182386,1.1487659593853496,1.1522825,1.1557990406146506,0.6103608472141951,0.27214823094550517,33.675790553285054,35.5261725869358,22.99246994572661,18.618436036060366,0,0
2025-04-22 01:00:00,1.15068,1.15252,1.15067,1.15232,810,0,0,60.116850107696386,35.65976008724013,34.969102144673826,0.690657942566304,1.1523759999999998,1.1445724,1.142219973813404,0.002176640909881215,1.1489668087083726,1.1523759999999998,1.155785191291627,0.5916803702311053,0.49178690850563783,32.56614886124811,34.01189439013546,25.239191497094975,17.488113600771015,0,1
2025-04-22 02:00:00,1.15232,1.15239,1.15077,1.1514,2466,0,0,56.37434179432657,40.09467075196335,35.853682205094586,4.240988546868763,1.1523700000000001,1.1448652000000001,1.1424017565101683,0.0021368808448896967,1.1489540497970225,1.1523700000000001,1.1557859502029777,0.5928564962603295,0.35801900754369637,31.535767290070943,32.605778921677995,23.87245675113331,16.541109711908348,0,0
2025-04-22 03:00:00,1.1514,1.1514199999999999,1.14821,1.14904,4373,0,0,48.10183618138837,35.22914334891111,36.99452472937153,-1.7653813804604184,1.1522344999999998,1.1451118,1.1425332068763037,0.0022135322131118565,1.148513614564945,1.1522344999999998,1.1559553854350546,0.6458555849620503,0.07073389442414543,29.554387572719232,31.060268216983673,21.39965004837033,23.08862574974194,0,0
2025-04-22 04:00:00,1.14906,1.14985,1.14857,1.14945,4210,0,0,49.488596976137636,26.40312347486579,33.90897919191342,-7.505855717047627,1.15205,1.1453566,1.1426701730767728,0.0021468513407467203,1.1481562425129224,1.15205,1.1559437574870777,0.6759702247433104,0.16613226316371207,27.7145349780355,29.62515113405322,20.488293212557256,22.105339721279083,0,0
2025-04-22 05:00:00,1.14945,1.15207,1.1494,1.15207,2854,0,0,57.334280021589095,31.88682826310913,31.173031695628673,0.7137965674804576,1.1520715,1.1456496,1.1428563082633714,0.0021842191021219514,1.1481825289549514,1.1520715,1.1559604710450484,0.6751266818159262,0.4998071469313332,26.630450684090366,28.0924191284048,25.95925462638326,20.175212738751927,0,1
2025-04-22 06:00:00,1.15205,1.1540300000000001,1.15191,1.15347,3966,0,0,60.834952000876605,57.74537229879962,38.678441345591516,19.066930953208107,1.1519665,1.1459772000000001,1.143066480376968,0.0021796320233989637,1.1483730775000829,1.1519665,1.155559922499917,0.6238762151359454,0.7092016733399462,26.436879598136287,27.075707288085894,30.57887066242109,18.773547457403204,0,1
2025-04-22 07:00:00,1.15347,1.15402,1.15274,1.15303,2361,0,0,59.19119074205002,79.10435989652177,56.24552015281017,22.8588397437116,1.1518264999999999,1.1462938,1.1432637777952457,0.002115372593156177,1.148675972725873,1.1518264999999999,1.1549770272741267,0.5470489303947759,0.690999774844625,26.257135018321783,26.443792851206076,29.25721602600372,17.96213272881512,0,1
2025-04-22 08:00:00,1.15303,1.1547399999999999,1.15184,1.15422,4484,0,0,62.168462836637204,88.48698141543846,75.11223787025328,13.374743545185183,1.1518020000000002,1.1466321999999998,1.1434807326903893,0.002171417407930729,1.1487394960365627,1.1518020000000002,1.1548645039634378,0.5317761148943213,0.8947749992926858,25.51650239216108,25.976690995148683,26.466208643126954,19.209176378228776,0,1
2025-04-22 09:00:00,1.15422,1.15459,1.14962,1.15009,6101,0,0,48.84848561751161,67.93039246634446,78.50724459276822,-10.57685212642376,1.1516890000000002,1.1468954,1.1436116092707778,0.0023713161645071,1.1485459146904813,1.1516890000000002,1.154832085309519,0.5458218858596201,0.24563210308712863,23.774930207890804,25.016032613106294,22.504050894692032,23.020523463404196,0,1
2025-04-22 10:00:00,1.15009,1.15091,1.14835,1.15056,5945,0,0,50.157268708232685,52.27156712608661,69.5629803359565,-17.291413209869887,1.1515025,1.1471654,1.1437492011664059,0.0023847935813280296,1.148573912231886,1.1515025,1.154431087768114,0.5086550429745483,0.33908626364866723,22.743785040767968,24.130143716464524,20.77851940692511,25.059263100310222,0,1
2025-04-22 11:00:00,1.15056,1.15152,1.14947,1.14999,5385,0,0,48.53535020568656,30.67891781521369,50.29362580254825,-19.61470798733456,1.1512895,1.1474418,1.1438727813413285,0.0023608797540903208,1.1485917233326075,1.1512895,1.1539872766673926,0.4686530481503689,0.2591535252515937,21.464848153561302,22.619889180726055,21.335335961550623,23.50501179761607,0,1
2025-04-22 12:00:00,1.14999,1.15077,1.14879,1.14907,4496,0,0,45.95248463857953,25.472179683513676,36.14088820827132,-10.668708524757644,1.151148,1.1476848,1.1439756965622923,0.00233367405736959,1.148292773213953,1.151148,1.1540032267860472,0.49606597692861465,0.13610596360422664,20.597308546738784,21.670546793753374,20.04233940263574,24.161858405565567,0,1
2025-04-22 13:00:00,1.14907,1.15005,1.14881,1.1488800000000001,4303,0,0,45.414966541555124,16.896375701890793,24.349157733539386,-7.452782031648592,1.1511035000000003,1.1479209999999997,1.1440728114818508,0.002255554481843184,1.1481324518064864,1.1511035000000003,1.1540745481935142,0.5162086977433223,0.12580546406916593,19.791736054689302,20.6282921041253,19.255312404651587,23.213065228051086,0,1
2025-04-22 14:00:00,1.14886,1.15006,1.1484,1.14862,3455,0,0,44.64536679193693,9.903011740685539,17.42385570869667,-7.520843968011132,1.150999,1.148155,1.1441628548188438,0.0022130148759972423,1.1478292953815563,1.150999,1.154168704618444,0.5507745216883405,0.12472843902279251,19.250166668960425,19.923737607849603,18.223627369596475,23.29266951211015,0,1
2025-04-22 15:00:00,1.14858,1.14905,1.14617,1.147,5474,0,0,40.08712668881665,8.741332675746907,11.846906706107745,-3.105574030360838,1.1508025000000002,1.1483476,1.14421903591154,0.0022606566705688676,1.1471624197522183,1.1508025000000002,1.154442580247782,0.632615978464044,-0.022309913678041342,19.733865274037704,19.762800664363503,16.565318459137636,28.21909480595928,0,1
2025-04-22 16:00:00,1.14703,1.14851,1.14561,1.1474199999999999,5713,0,0,41.74768061419345,11.929471560115056,10.1912719921825,1.738199567932556,1.1506045,1.1485349999999999,1.1442824213390344,0.002306324051242513,1.146677210992665,1.1506045,1.154531789007335,0.6826479485061924,0.09456765289586783,20.39867047611452,19.824418572537475,15.077499389460213,27.418952741832232,0,1
2025-04-22 17:00:00,1.14744,1.14923,1.14611,1.1478,5365,0,0,43.27944613001355,17.83218585597281,12.83433003061159,4.997855825361221,1.1503830000000002,1.1487272,1.1443520763620239,0.0023644437618680486,1.1463436196410863,1.1503830000000002,1.154422380358914,0.7022670465251701,0.18027274352856637,20.522993099920892,20.128429186979297,15.831474311041408,24.834616225720776,0,1
2025-04-22 18:00:00,1.1478,1.14857,1.14638,1.14649,4812,0,0,39.430161670658165,17.816721431178706,15.859459615755524,1.9572618154231822,1.1501445000000001,1.1488981999999999,1.144394411483568,0.002351983493163198,1.1457734831365205,1.1501445000000001,1.1545155168634798,0.7600813399498282,0.08196226254193793,20.63843553631252,20.518553006213523,14.778533982555784,23.182883199928767,0,1
2025-04-22 19:00:00,1.14649,1.14688,1.1433200000000001,1.14339,5588,0,0,32.14434862184869,11.412790151210665,15.68723247945406,-4.274442328243396,1.1497495,1.1489738,1.1443745221472597,0.0024382703865086686,1.1444790641846252,1.1497495,1.1550199358153748,0.9167972354629919,-0.10331822858446514,21.90593519158226,21.214464145751577,13.23728791731098,29.72936235180228,0,1
